companyId,name,nameEn,kana,corporateNumber,corporationType,nikkeiCode,badges,tags,createdAt,updatedAt,updateDate,updateCount,changeCount,qualificationGrade,prefecture,address,headquartersAddress,postalCode,location,departmentLocation,phoneNumber,contactPhoneNumber,fax,email,companyUrl,contactFormUrl,representativeName,representativeKana,representativeTitle,representativeBirthDate,representativePhone,representativePostalCode,representativeHomeAddress,representativeRegisteredAddress,representativeAlmaMater,executives,executiveName1,executiveName2,executiveName3,executiveName4,executiveName5,executiveName6,executiveName7,executiveName8,executiveName9,executiveName10,executivePosition1,executivePosition2,executivePosition3,executivePosition4,executivePosition5,executivePosition6,executivePosition7,executivePosition8,executivePosition9,executivePosition10,industry,industryLarge,industryMiddle,industrySmall,industryDetail,industries,industryCategories,businessDescriptions,businessItems,businessSummary,specialties,demandProducts,specialNote,capitalStock,revenue,latestRevenue,latestProfit,revenueFromStatements,operatingIncome,totalAssets,totalLiabilities,netAssets,issuedShares,financials,listing,marketSegment,latestFiscalYearMonth,fiscalMonth,fiscalMonth1,fiscalMonth2,fiscalMonth3,fiscalMonth4,fiscalMonth5,revenue1,revenue2,revenue3,revenue4,revenue5,profit1,profit2,profit3,profit4,profit5,employeeCount,employeeNumber,factoryCount,officeCount,storeCount,averageAge,averageYearsOfService,averageOvertimeHours,averagePaidLeave,femaleExecutiveRatio,established,dateOfEstablishment,founding,foundingYear,acquisition,clients,suppliers,subsidiaries,affiliations,shareholders,banks,bankCorporateNumber,departmentName1,departmentName2,departmentName3,departmentName4,departmentName5,departmentName6,departmentName7,departmentAddress1,departmentAddress2,departmentAddress3,departmentAddress4,departmentAddress5,departmentAddress6,departmentAddress7,departmentPhone1,departmentPhone2,departmentPhone3,departmentPhone4,departmentPhone5,departmentPhone6,departmentPhone7,overview,companyDescription,businessDescriptions,salesNotes,urls,profileUrl,externalDetailUrl,facebook,linkedin,wantedly,youtrust,metaKeywords
1000004,エア・ウォーター北海道株式会社,,,4430001022194,,,,BtoB; 介護用具卸売事業; 介護用具製造事業,,,,,,,,北海道札幌市中央区北八条西１３丁目２８番地２１,,,,,011-212-2887,,,,,,加藤保宣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医療・福祉・介護,"医療機器,卸売・商社","農産物食品商社,製造業（化学・素材系）",工業用ガス,医療・福祉・介護 医療機器; 卸売・商社 農産物食品商社; 製造業（化学・素材系） 工業用ガス,,,,,,,,2000000000,64189000000,,,,,,,,,,非上場,,,3,,,,,,,,,,,,,,,,777,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,エア・ウォーター北海道株式会社は、産業ガス、医療、エネルギー、農食の4つの事業領域で活動している企業です。産業事業では、産業ガスや関連機材の設計・施工・メンテナンスを行い、医療事業は医療機関向けの医療用ガスや福祉用具を提供します。エネルギー事業では、プロパンガスや電気を通じて地域のエネルギー供給を担い、農食事業は北海道の農産物を全国に供給しています。企業の多様なサービスを活かし、「見えないけれど、大切なチカラ」で北海道の地域社会に貢献しています。,,,,,,,,,,,
1000005,株式会社合田観光商事,,,5430001005792,,,,BtoC,,2025-12-04T02:01:09.363Z,,,,,,北海道札幌市中央区南2条西10丁目1000番地2K,,,,,011-251-8080,,,himawari_saiyou@pph.co.jp,http://www.pph-g.com,https://www.pph-g.com/contact,合田高丸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卸売業・小売業; 不動産業・物品賃貸業; 生活関連サービス業・娯楽業,その他の小売業; 不動産賃貸業・管理業; 娯楽業,他に分類されない小売業; 不動産賃貸業（貸家業，貸間業を除く）; 遊戯場,たばこ・喫煙具専門小売業; 貸事務所業; パチンコホール; その他の遊戯場,ゲーム・エンタメ パチンコ; レジャー アミューズメント施設運営,,,,,,,,50000000,100000000000,,,,,,,,,,非上場,,,12月,,,,,,,,,,,,,,,,800,,,,,,,,,,1981年3月1日,,,1952,,,,,,,,5430001005792,,,,,,,,,,,,,,,,,,,,,,株式会社合田観光商事は1952年に創業し、パチンコホールの運営を中心とした事業を展開しています。現在、北海道と東北地域において26店舗と7店舗を持ち、地域の特色を生かした店舗づくりを行っています。同社は『お客様の喜び、社員の幸せ』を企業理念とし、顧客満足度の向上に努めています。また、業界の変化に伴い新規事業の拡大や財務体質の強化、法令遵守といった社内体制の整備を進め、安定した経営を目指しています。,,,,,,,,,,,
1000006,札樽自動車運輸株式会社,,,5430001006790,,,,BtoB; BtoC,,,,,,,,北海道札幌市中央区北一条東１５丁目１４０番地,,,,,,,,,,,上野 聖二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,運輸・物流,一般貨物輸送,,,運輸・物流 一般貨物輸送,,,,,,,,96000000,9100000000,,,,,,,,,,非上場,,,3,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,札樽自動車運輸株式会社は、総合物流システムを提供する企業であり、2トン車、4トン車による定期集配便や、大型車およびトレーラーによる長距離定期便を展開しています。ユニック車やパワーゲート車を用いた特殊運送のサービスも提供しており、物流ニーズに広く応えています。安全・確実な保管システムを有し、コンピュータによる管理の下で迅速な入出庫を行っています。また、交通関係環境保全優良事業者として表彰された実績もあり、天然ガス自動車の導入を進めることで環境対策にも取り組んでいます。全営業所で安全性優良事業所の認定を受けており、お客様に安心して利用していただけるサービスを提供しています。,,,,,,,,,,,
1000007,JR北海道フレッシュキヨスク株式会社,,,6430001021888,,,,BtoC; 珈琲店経営事業; コンビニエンスストア経営事業,,2025-12-04T02:03:51.989Z,,,,,,北海道札幌市中央区北2条西1丁目1番地1札幌ANビル4階,,,,,011-271-3105,,,,https://www.hkiosk.co.jp/,,小山俊幸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卸売業・小売業; サービス業（他に分類されないもの）,各種商品小売業; 飲食料品小売業; その他の小売業; 政治・経済・文化団体,その他の各種商品小売業（従業者が常時50人未満のもの）; 各種食料品小売業; じゅう器小売業; 書籍・文房具小売業,その他の各種商品小売業（従業者が常時50人未満のもの）; 各種食料品小売業; 荒物小売業; 書籍・雑誌小売業（古本を除く）,小売・EC コンビニエンスストア; 小売・EC お土産・ギフト; 飲食 ファストフード,,,,,,,,100000000,10000000000,,,,,,,,,,非上場,,,3月,,,,,,,,,,,,,,,,101,,,,,,,,,,1987年6月1日,,,1987,,,,,,,,6430001021888,,,,,,,,,,,,,,,,,,,,,,"ＪＲ北海道フレッシュキヨスク株式会社は、1987年に設立され、北海道内のJR駅構内や札幌駅の商業施設内でのキヨスク営業を中心に、セブン-イレブンやキャンドゥ、駅弁の函館みかど、土産店、ベーカリーショップ、ファーストフード店、コーヒーショップ、スーパーマーケットの運営を行っています。また、インターネット通信販売業や函館駅商業ゾーンの運営管理も手掛けており、年商は151億円に達し、従業員数は1,082名、店舗数は65店を展開しています。",,,,,,,,,,,
1000008,ナラサキ産業株式会社,,ナラサキサンギョウカブシキカイシャ,2430001035966,,,,卸売業; エレベーター取り付け工事事業; 基礎工事業務,,2025-12-07T16:47:23.126Z,,,,,,北海道札幌市中央区北一条西７丁目１番地,,,,,045-577-9266,,,,,https://www.narasaki.co.jp/inquiry/form.cgi?kind=inquiry,中村 克久,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卸売業,卸売・商社,"工業用機械商社,卸売・商社","鉄鋼・金属商社,建設・不動産・設備",建設・土木設計,卸売・商社 工業用機械商社; 卸売・商社 鉄鋼・金属商社; 建設・不動産・設備 建設・土木設計,,,,,,,,2354000000,107455000000,,,,,,,,,,上場,東証スタンダード,,3,,,,,,,,,,,,,,,,723,,,,,,,,,,,,,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ナラサキ産業株式会社は、電機関連事業、機械関連事業、建設・エネルギー関連事業、海運関連事業を展開しています。電機関連事業では、FAコンポーネントや配電制御機器、エネルギー監視システムを提供し、生産性向上や省エネルギー建築を支援します。建築設備関連では、空調衛生設備やセキュリティシステムなど多様な設備システムを提案し、環境に優しい省エネシステムを提供します。機械関連事業では、農業施設や食品・産業機械の生産プロセス設備を提供し、環境エネルギー関連では再生可能エネルギー設備を提案します。建設資材やエネルギー関連では、高品質な資材や石油製品の供給を行い、建設機械関連では都市環境づくりに貢献します。海運関連では、港湾作業や輸出入業務を手掛けています。,,,,,,,,,,,
1000009,フルテック株式会社,Fulltech Co.Ltd.,フルテックカブシキガイシャ,3430001013822,,,,BtoB; BtoC; サービス業,,2025-12-07T16:47:23.126Z,,,,,,北海道札幌市中央区北十三条西１７丁目１番３１号,,,,,112140567,,,,,,古野　重幸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サービス業,建設・不動産・設備,"衛生設備工事,製造業（機械・重工系）","業務厨房機器,製造業（機械・重工系）",空調機器,建設・不動産・設備 衛生設備工事; 製造業（機械・重工系） 業務厨房機器; 製造業（機械・重工系） 空調機器,,,,,,,,329304000,13813726000,,,,,,,,,,上場,東証スタンダード,,12,,,,,,,,,,,,,,,,719,,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,フルテック株式会社は、自動ドアとステンレスサッシを中心とした事業を展開し、販売から設計・施工・メンテナンスまでを社内一貫体制で行っています。自動ドア事業では、ビルや病院、工場向けに多様な用途に対応した自動ドアを提供し、独自のダブルスライドドアや各種センサーも取り扱っています。ステンレスサッシ事業では、エントランスの美観と堅牢性を兼ね備えた製品を自社工場で製造しています。また、リニューアル事業や保守・メンテナンス事業も行い、24時間365日の修理受付や遠隔監視自動ドア保守を展開しています。さらに、駐輪事業や環境関連事業にも取り組み、手指消毒システムや空気清浄機の販売・施工・メンテナンスを行っています。,,,,,,,,,,,
100001,株式会社ＪＹＤ,,,7200001040480,,,,,,,,,,,,岐阜県瑞穂市別府１６６７番地１,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非上場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000010,株式会社常口アトム,,,4430001007848,,,,BtoB; BtoC; 不動産活用相談事業,,,,,,,,北海道札幌市中央区北二条西３丁目１番地１２,,,,,0120-270-206,,,,,,清河 智英,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,建設・不動産・設備,"不動産賃貸・仲介,建設・不動産・設備","事業用物件・ビル賃貸,建設・不動産・設備",土地売買・賃貸,建設・不動産・設備 不動産賃貸・仲介; 建設・不動産・設備 事業用物件・ビル賃貸; 建設・不動産・設備 土地売買・賃貸,,,,,,,,50000000,10400000000,,,,,,,,,,非上場,,,9,,,,,,,,,,,,,,,,711,,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,株式会社常口アトムは、札幌を拠点に北海道全域で不動産関連サービスを提供している企業です。賃貸物件の仲介、売買仲介、不動産管理などを手掛け、創業から30年以上の実績があります。特に賃貸仲介事業では北海道内での件数が最も多く、地域に密着したサービスを展開しています。また、新生活サポートセンターを設置し、引越しや電気、ネットの手続きなど新生活に関する様々なサービスも提供しています。不動産オーナー様向けには、資産管理やレポーティング、空室対策を行い、信頼関係を基にしたプロパティマネジメントを実施。さらに、法人向けの不動産コンシェルジュサービスや社宅管理業務など、幅広いニーズに応えるサービスを展開しています。,,,,,,,,,,,
1000011,北海道労働金庫,,,3430005003175,,,,,,2025-12-04T02:00:33.285Z,,,,,,北海道札幌市中央区北一条西５丁目３番地１０,,,,,011-271-2101,,,,http://www.rokin-hokkaido.or.jp,,出村良平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金融業・保険業; サービス業（他に分類されないもの）,協同組織金融業; 政治・経済・文化団体,中小企業等金融業; 他に分類されない非営利的団体,労働金庫・同連合会; 他に分類されない非営利的団体,金融・保険 銀行・金庫・組合,,,,,,,,100000000,500000000000,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,711,,,,,,,,,,1951年6月1日,,,1951,,,,,,,,3430005003175,,,,,,,,,,,,,,,,,,,,,,北海道労働金庫は、主に北海道に住むまたは働く人々を対象とした金融機関で、営利法人としての目的を持たない協同組織です。1951年の設立以来、預金や貸付サービスを通じて、地域社会の経済支援と福祉向上に貢献しています。定期預金、住宅ローン、教育ローン、福祉関連の融資商品を提供しており、特にNPO法人への金融支援を行う「NPO事業サポートローン」などを通じて社会貢献に積極的です。また、生活者本位の運営を行い、約37店舗を通じて地域密着型の金融サービスを展開しています。,,,,,,,,,,,
1000011000005,国立国会図書館,,,1000011000005,,,,,,2025-12-04T02:09:04.720Z,,,,,,東京都千代田区霞が関3-2-2,,,,,03-3581-2331,,,,http://www.ndl.go.jp/,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 教育・学習支援業; 中分類; その他の教育，学習支援業; 小分類; 社会教育; 細分類; 図書館,教育・学習支援業,その他の教育，学習支援業,社会教育,図書館,,,,,,,,国立国会図書館; 企業詳細; 国立国会図書館; 法人番号：1000011000005; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000011000005,,,,,,,,,,,,,,,,,,,,,,国立国会図書館  企業詳細  国立国会図書館  法人番号：1000011000005  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関3-2-2 売上 - 従業員数 - 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 教育・学習支援業  中分類 その他の教育，学習支援業  小分類 社会教育  細分類 図書館  電話番号 03-3581-2331 URL http://www.ndl.go.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012,株式会社ドコモＣＳ北海道,,,7430001011772,,,,BtoB; BtoC,,,,,,,,北海道札幌市中央区北一条西１４丁目６番地ドコモ北海道ビル,,,,,,,,,,,河村 学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT・Webサービス系,"ITインフラストラクチャー,IT・Webサービス系","ソフトウェア商社,IT・Webサービス系",通信回線,IT・Webサービス系 ITインフラストラクチャー; IT・Webサービス系 ソフトウェア商社; IT・Webサービス系 通信回線,,,,,,,,20000000,18356000000,,,,,,,,,,非上場,,,3,,,,,,,,,,,,,,,,654,,,,,,,,,,,,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,株式会社ドコモＣＳ北海道は、電気通信事業やその周辺機器の売買・賃貸、料金回収代行、故障修理などを行っています。また、通信機器の設置や保守、電気通信設備の設計・工事・運営、情報処理システムやソフトウェアの開発・運用、テレマーケティング、クレジットカード業務、古物商など、多岐にわたる業務を展開しています。特に基地局設備の保守業務に注力しており、厳しい環境条件でのネットワーク保守も行っています。さらに各種イベントの企画、販売促進商品やノベルティの取り扱いも行っています。,,,,,,,,,,,
1000012010003,内閣法制局,,,1000012010003,,,,,,2025-12-04T02:09:04.668Z,,,,,,東京都千代田区霞が関3丁目1番1号,,,,,03-3581-7271,,,,http://www.clb.go.jp/,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大分類; 公務（他に分類されるものを除く）; 中分類; 国家公務; 小分類; 行政機関; 細分類; 行政機関,公務（他に分類されるものを除く）,国家公務,行政機関,行政機関,,,,,,,,内閣法制局; 企業詳細; 内閣法制局; 法人番号：1000012010003; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1000012010003,,,,,,,,,,,,,,,,,,,,,,内閣法制局  企業詳細  内閣法制局  法人番号：1000012010003  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関3丁目1番1号 売上 - 従業員数 1 ~ 5人 資本金 - 設立 - 上場区分 非上場 決算月 - 業種  大分類 公務（他に分類されるものを除く）  中分類 国家公務  小分類 行政機関  細分類 行政機関  電話番号 03-3581-7271 URL http://www.clb.go.jp/ 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012010011,郵政民営化推進本部,,,1000012010011,,,,,,2025-12-07T17:23:14.326Z,,,,,,東京都千代田区永田町1丁目11-39,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郵政民営化推進本部; 企業詳細; 郵政民営化推進本部; 法人番号：1000012010011; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,郵政民営化推進本部  企業詳細  郵政民営化推進本部  法人番号：1000012010011  基本情報 部署 人物 代表者名 - 住所 東京都千代田区永田町1丁目11-39 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000012010011,,,,,,,,,,,,,,,,,,,,,,郵政民営化推進本部  企業詳細  郵政民営化推進本部  法人番号：1000012010011  基本情報 部署 人物 代表者名 - 住所 東京都千代田区永田町1丁目11-39 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012010028,国土強靱化推進本部,,,1000012010028,,,,,,2025-12-07T17:23:14.326Z,,,,,,東京都千代田区永田町1丁目6-1,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国土強靱化推進本部; 企業詳細; 国土強靱化推進本部; 法人番号：1000012010028; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,国土強靱化推進本部  企業詳細  国土強靱化推進本部  法人番号：1000012010028  基本情報 部署 人物 代表者名 - 住所 東京都千代田区永田町1丁目6-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000012010028,,,,,,,,,,,,,,,,,,,,,,国土強靱化推進本部  企業詳細  国土強靱化推進本部  法人番号：1000012010028  基本情報 部署 人物 代表者名 - 住所 東京都千代田区永田町1丁目6-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012010036,特定複合観光施設区域整備推進本部,,,1000012010036,,,,,,2025-12-07T17:23:14.326Z,,,,,,東京都千代田区霞が関3丁目2-5霞が関ビルディング12階,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,特定複合観光施設区域整備推進本部; 企業詳細; 特定複合観光施設区域整備推進本部; 法人番号：1000012010036; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,特定複合観光施設区域整備推進本部  企業詳細  特定複合観光施設区域整備推進本部  法人番号：1000012010036  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関3丁目2-5霞が関ビルディング12階 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000012010036,,,,,,,,,,,,,,,,,,,,,,特定複合観光施設区域整備推進本部  企業詳細  特定複合観光施設区域整備推進本部  法人番号：1000012010036  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関3丁目2-5霞が関ビルディング12階 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012020002,公害等調整委員会,,,1000012020002,,,,,,2025-12-07T17:23:14.326Z,,,,,,東京都千代田区霞が関3丁目1-1中央合同庁舎第4号館10階,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公害等調整委員会; 企業詳細; 公害等調整委員会; 法人番号：1000012020002; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,公害等調整委員会  企業詳細  公害等調整委員会  法人番号：1000012020002  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関3丁目1-1中央合同庁舎第4号館10階 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000012020002,,,,,,,,,,,,,,,,,,,,,,公害等調整委員会  企業詳細  公害等調整委員会  法人番号：1000012020002  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関3丁目1-1中央合同庁舎第4号館10階 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012030001,法務省,,,1000012030001,,,,,,,,,,,,滋賀県東近江市八日市緑町8番17号,,,,,03-3580-4111,,,,https://www.moj.go.jp/,,,,,,,,,,,従業員藤村瞳,,,,,,,,,,,,,,,,,,,,,公務（他に分類されるものを除く）,公務（他に分類されるものを除く）,国家公務,行政機関,行政機関,,,,,,,,,,10000000000,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000012090004,中小企業庁,,,1000012090004,,,,,,2025-12-07T17:23:14.326Z,,,,,,東京都千代田区霞が関1丁目3-1,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中小企業庁; 企業詳細; 中小企業庁; 法人番号：1000012090004; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,中小企業庁  企業詳細  中小企業庁  法人番号：1000012090004  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関1丁目3-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000012090004,,,,,,,,,,,,,,,,,,,,,,中小企業庁  企業詳細  中小企業庁  法人番号：1000012090004  基本情報 部署 人物 代表者名 - 住所 東京都千代田区霞が関1丁目3-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012100002,運輸安全委員会,,,1000012100002,,,,,,2025-12-07T17:23:14.326Z,,,,,,東京都新宿区四谷1丁目6-1,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,運輸安全委員会; 企業詳細; 運輸安全委員会; 法人番号：1000012100002; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,運輸安全委員会  企業詳細  運輸安全委員会  法人番号：1000012100002  基本情報 部署 人物 代表者名 - 住所 東京都新宿区四谷1丁目6-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000012100002,,,,,,,,,,,,,,,,,,,,,,運輸安全委員会  企業詳細  運輸安全委員会  法人番号：1000012100002  基本情報 部署 人物 代表者名 - 住所 東京都新宿区四谷1丁目6-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
1000012110001,環境省,,,1000012110001,,,,,,,,,,,,東京都千代田区霞が関1丁目2-2中央合同庁舎第5号館,,,,,03-3581-3351,,,,https://www.env.go.jp/,,,,,,,,,,,一般事務職員齋藤倫実,,,,,,,,,,,,,,,,,,,,,公務（他に分類されるものを除く）,公務（他に分類されるものを除く）,国家公務,行政機関,行政機関,,,,,,,,,,10000000000,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,1001,,,,,,,,,,2001年1月1日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000012140007,仙台高等検察庁,,,1000012140007,,,,,,2025-12-07T17:23:14.326Z,,,,,,宮城県仙台市青葉区片平1丁目3-1,,,,,-,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仙台高等検察庁; 企業詳細; 仙台高等検察庁; 法人番号：1000012140007; 基本情報; 人物; 条件に一致する部署はありません。; 企業メモ; 追加,,,,,,,,,,,,非上場,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,仙台高等検察庁  企業詳細  仙台高等検察庁  法人番号：1000012140007  基本情報 部署 人物 代表者名 - 住所 宮城県仙台市青葉区片平1丁目3-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,1000012140007,,,,,,,,,,,,,,,,,,,,,,仙台高等検察庁  企業詳細  仙台高等検察庁  法人番号：1000012140007  基本情報 部署 人物 代表者名 - 住所 宮城県仙台市青葉区片平1丁目3-1 売上 - 従業員数 - 資本金 - 設立 - 上場区分 - 決算月 - 業種 電話番号 - URL - 来訪履歴  集計期間: 2025-10-21 〜 2025-11-20  最終来訪日時 - アクセス数 0 UU数 0 企業メモ 追加,,,,,,,,,,,
